latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
-1.15288,136.05345,305.46,0.39,0.36,2024-07-28,1620,N20,VIIRS,n,2,287.07,0.51,N,0
-1.14596,136.03444,311.35,0.54,0.42,2024-07-29,1602,N20,VIIRS,n,2,290.49,2.38,N,3
-1.14511,136.03674,313.62,0.54,0.42,2024-07-29,1602,N20,VIIRS,n,2,290.22,2.08,N,0
