latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
-0.93449,136.04341,330.54,0.42,0.45,2023-10-12,443,N20,VIIRS,n,2,297.52,3.81,D,0
-0.92205,136.04156,338.99,0.42,0.45,2023-10-12,443,N20,VIIRS,n,2,298.08,2.74,D,0
