latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
-1.1066,135.96591,328.26,0.43,0.46,2025-12-09,403,N,VIIRS,n,2,290.78,3.99,D,0
