latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-1.1134,136.0588,313.6,1.3,1.1,2023-11-19,440,Aqua,MODIS,26,61.03,294.9,6.6,D,0
