latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-1.18265,136.15189,323.27,1.06,1.03,2026-08-24,627,Aqua,MODIS,0,6.1NRT,303.6,14,D
