latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
-1.09452,135.97179,349.69,0.34,0.56,2026-02-04,457,N20,VIIRS,n,2,288.8,4.54,D,0
-1.09264,135.9718,345.17,0.34,0.56,2026-02-04,457,N20,VIIRS,n,2,287.98,3.54,D,0
