latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
-1.04101,135.91402,330.82,0.5,0.41,2026-02-25,443,N,VIIRS,n,2,293.27,2.41,D,0
-1.03727,135.91342,336.1,0.5,0.41,2026-02-25,443,N,VIIRS,n,2,295.33,7.08,D,0
