latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-1.12831,136.02534,311.38,1.57,1.23,2026-07-21,612,Aqua,MODIS,42,6.1NRT,297.56,11.57,D
