latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
-1.02059,136.05209,335.84,0.43,0.38,2026-03-04,432,N20,VIIRS,n,2,293.75,4.94,D,0
-1.02,136.05591,333.12,0.43,0.38,2026-03-04,432,N20,VIIRS,n,2,292.71,2.63,D,0
