latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
-1.14523,136.03551,307.08,0.48,0.4,2025-05-06,1632,N20,VIIRS,n,2,288.08,1.37,N,2
-1.1435,136.03569,298.47,0.4,0.37,2025-05-07,1613,N20,VIIRS,n,2,274.41,0.47,N,2
