latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
-1.14484,136.03682,297.53,0.61,0.71,2023-12-13,1531,N,VIIRS,n,2,270.09,1.73,N,0
-1.14553,136.03482,320.97,0.32,0.55,2023-12-14,1653,N,VIIRS,n,2,287.86,1.76,N,0
