latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-1.1315,136.0361,311,1,1,2024-02-14,53,Terra,MODIS,40,61.03,294,6,D,0
